city,hotel_name,url,rating,description,city_id,latitude,longitude
Eguisheim,Gîtes Au Château Fleuri,https://www.booking.com/hotel/fr/gite-au-chateau-fleuri.fr.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AojdhNIGwAIB0gIkODBiMzNkMTUtZDBlYS00ZGE1LWExYTItMDNkODc2NTlkZDMw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=07c565445f190006&srepoch=1782656654&from=searchresults,9.5,N/A,12,48.0447968,7.3079618
Besancon,Chambre d'Hôtes La Villa Molina,https://www.booking.com/hotel/fr/la-villa-molina.fr.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9iZXNhbmNvbkgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCod2E0gbAAgHSAiRiN2ZjNWIyZS1iZmIwLTQ4NTgtYmZjMC01ODE0YTQ1N2M0ZmXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=775b655017050019&srepoch=1782656679&from=searchresults,9.4,N/A,13,47.2380222,6.0243622
Besancon,Hôtel AKENA Besançon,https://www.booking.com/hotel/fr/akena-besancon.fr.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9iZXNhbmNvbkgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCod2E0gbAAgHSAiRiN2ZjNWIyZS1iZmIwLTQ4NTgtYmZjMC01ODE0YTQ1N2M0ZmXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=775b655017050019&srepoch=1782656679&from=searchresults,8.7,N/A,13,47.2346062,5.9007257
Besancon,hotelF1 Besancon Ouest Micropolis,https://www.booking.com/hotel/fr/hotelf1-besancon-ouest-micropolis.fr.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9iZXNhbmNvbkgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCod2E0gbAAgHSAiRiN2ZjNWIyZS1iZmIwLTQ4NTgtYmZjMC01ODE0YTQ1N2M0ZmXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=775b655017050019&srepoch=1782656679&from=searchresults,4.7,N/A,13,47.2380222,6.0243622
Dijon,Cosy T2 38m2 - Centre-Ville Dijon- Gare/Darcy,https://www.booking.com/hotel/fr/9-rue-benigne-fremyot.fr.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kaWpvbkgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCu92E0gbAAgHSAiQ1ZjNkMGVkNC00NzQyLTRhYTgtYjRiOC0xNTI1M2RiMTlkMDfYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=b3c9655daa360200&srepoch=1782656705&from=searchresults,9.3,N/A,14,47.3215806,5.0414701
Dijon,Holiday Inn Dijon Sud - Longvic by IHG,https://www.booking.com/hotel/fr/holiday-inn-dijon-sud-longvic-an-ihg.fr.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kaWpvbkgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCu92E0gbAAgHSAiQ1ZjNkMGVkNC00NzQyLTRhYTgtYjRiOC0xNTI1M2RiMTlkMDfYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=b3c9655daa360200&srepoch=1782656705&from=searchresults,8.8,N/A,14,47.3215806,5.0414701
Dijon,Le petit POTE' studio Dijon hyper centre,https://www.booking.com/hotel/fr/le-petit-pote-dijon-hyper-center-studio.fr.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kaWpvbkgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCu92E0gbAAgHSAiQ1ZjNkMGVkNC00NzQyLTRhYTgtYjRiOC0xNTI1M2RiMTlkMDfYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=b3c9655daa360200&srepoch=1782656705&from=searchresults,9.6,N/A,14,47.3215806,5.0414701
Annecy,Annecy centre et lac,https://www.booking.com/hotel/fr/annecy-centre-et-lac.fr.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9hbm5lY3lIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtXdhNIGwAIB0gIkNzFmMWQ1NTYtMjk0ZC00NTA4LTg1N2ItNTQ5ODc1N2I1YjJi2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=8ecf656a86220b52&srepoch=1782656731&from=searchresults,9.3,N/A,15,45.8992348,6.1288847
Annecy,"Le ""Wood""",https://www.booking.com/hotel/fr/le-wood.fr.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9hbm5lY3lIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtXdhNIGwAIB0gIkNzFmMWQ1NTYtMjk0ZC00NTA4LTg1N2ItNTQ5ODc1N2I1YjJi2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=8ecf656a86220b52&srepoch=1782656731&from=searchresults,8.9,N/A,15,45.750066,6.186076
Annecy,Le 540 - Annecy - Parking,https://www.booking.com/hotel/fr/le-540-annecy-parking.fr.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9hbm5lY3lIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtXdhNIGwAIB0gIkNzFmMWQ1NTYtMjk0ZC00NTA4LTg1N2ItNTQ5ODc1N2I1YjJi2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=8ecf656a86220b52&srepoch=1782656731&from=searchresults,8.8,N/A,15,45.8992348,6.1288847
Grenoble,Residhome Grenoble Caserne De Bonne,https://www.booking.com/hotel/fr/residhome-prestige-grenoble-caserne-de-bonne.fr.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9ncmVub2JsZUgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7t2E0gbAAgHSAiRmMjE3Y2E4Yi00Y2QzLTRkYTItOTc1Zi0yZjBhMjNjZWQ5NznYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=cfeb6577ed490348&srepoch=1782656756&from=searchresults,8.0,N/A,16,45.1834611,5.7243571
Grenoble,"Le Grand Hôtel Grenoble, BW Premier Collection by Best Western",https://www.booking.com/hotel/fr/le-grand-grenoble-centre.fr.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9ncmVub2JsZUgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7t2E0gbAAgHSAiRmMjE3Y2E4Yi00Y2QzLTRkYTItOTc1Zi0yZjBhMjNjZWQ5NznYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=cfeb6577ed490348&srepoch=1782656756&from_sustainable_property_sr=1&from=searchresults,8.7,N/A,16,45.1875602,5.7357819
Grenoble,L'aube Climatisation Parking 2 chambres,https://www.booking.com/hotel/fr/aube-climatisation-parking-2-chambres.fr.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9ncmVub2JsZUgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7t2E0gbAAgHSAiRmMjE3Y2E4Yi00Y2QzLTRkYTItOTc1Zi0yZjBhMjNjZWQ5NznYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=cfeb6577ed490348&srepoch=1782656756&from=searchresults,8.7,N/A,16,45.1875602,5.7357819
Lyon,Les Capucins - Lyon 1er,https://www.booking.com/hotel/fr/les-capucins-lyon.fr.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9seW9uSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKI3oTSBsACAdICJDlkOTY3ZWY1LWNiMGItNDQ0YS1iYWI4LTMxMmZlNzNkNmY3YdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=5f366584be5e00cf&srepoch=1782656782&from=searchresults,8.2,N/A,17,45.7688412,4.8324921
Lyon,Novotel Lyon Centre-Confluence Bord de Saone,https://www.booking.com/hotel/fr/novotel-lyon-confluence.fr.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9seW9uSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKI3oTSBsACAdICJDlkOTY3ZWY1LWNiMGItNDQ0YS1iYWI4LTMxMmZlNzNkNmY3YdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=5f366584be5e00cf&srepoch=1782656782&from_sustainable_property_sr=1&from=searchresults,8.4,N/A,17,45.7578137,4.8320114
Lyon,ibis budget Lyon Gerland,https://www.booking.com/hotel/fr/ibis-budget-lyon-gerland.fr.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9seW9uSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKI3oTSBsACAdICJDlkOTY3ZWY1LWNiMGItNDQ0YS1iYWI4LTMxMmZlNzNkNmY3YdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=5f366584be5e00cf&srepoch=1782656782&from=searchresults,6.5,N/A,17,45.7262529,4.840235
Gorges du Verdon,Maison de campagne 6 personnes,https://www.booking.com/hotel/fr/maison-de-campagne-6-personnes.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKh3oTSBsACAdICJDJiOTg1MjI4LTU4NjktNDRlYy05MmIzLTg3OGQ1ZjIzZDMxZNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=213d6590faca216e&srepoch=1782656807&from=searchresults,9.2,N/A,18,43.7496562,6.3285616
Gorges du Verdon,Camping Le Saint Clair,https://www.booking.com/hotel/fr/le-saint-clair-moustiers-sainte-marie.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKh3oTSBsACAdICJDJiOTg1MjI4LTU4NjktNDRlYy05MmIzLTg3OGQ1ZjIzZDMxZNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=213d6590faca216e&srepoch=1782656807&from=searchresults,8.1,N/A,18,43.7496562,6.3285616
Gorges du Verdon,Les Canyons du Verdon,https://www.booking.com/hotel/fr/les-canyons-du-verdon.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKh3oTSBsACAdICJDJiOTg1MjI4LTU4NjktNDRlYy05MmIzLTg3OGQ1ZjIzZDMxZNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=213d6590faca216e&srepoch=1782656807&from=searchresults,7.8,N/A,18,43.7496562,6.3285616
Bormes les Mimosas,My Little Provence Bormes Les Mimosas,https://www.booking.com/hotel/fr/my-little-provence.fr.html?aid=304142&label=gen173nr-10CAQoggJCGXNlYXJjaF9ib3JtZXMgbGVzIG1pbW9zYXNIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ArrehNIGwAIB0gIkNGI0ODVhMDAtY2FkZC00MWI4LTlhOTgtNjVhMzlkY2RiYTc22AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=58d7659d0d7506b7&srepoch=1782656832&from=searchresults,9.0,N/A,19,43.1506968,6.3419285
Bormes les Mimosas,"SELECTsoHOME - Vue mer, piscine, 10p - Provence - VILLA BELLA VISTA",https://www.booking.com/hotel/fr/selectsohome-vue-mer-piscine-10p-provence-villa-bella-vista.fr.html?aid=304142&label=gen173nr-10CAQoggJCGXNlYXJjaF9ib3JtZXMgbGVzIG1pbW9zYXNIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ArrehNIGwAIB0gIkNGI0ODVhMDAtY2FkZC00MWI4LTlhOTgtNjVhMzlkY2RiYTc22AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=58d7659d0d7506b7&srepoch=1782656832&from=searchresults,0.0,N/A,19,43.1506968,6.3419285
Bormes les Mimosas,"Appartement 4 personnes dans domaine privé, calme, plage",https://www.booking.com/hotel/fr/t2-et-studio-domaine-prive-calme-4-ou-6-personnes.fr.html?aid=304142&label=gen173nr-10CAQoggJCGXNlYXJjaF9ib3JtZXMgbGVzIG1pbW9zYXNIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ArrehNIGwAIB0gIkNGI0ODVhMDAtY2FkZC00MWI4LTlhOTgtNjVhMzlkY2RiYTc22AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=58d7659d0d7506b7&srepoch=1782656832&from=searchresults,9.5,N/A,19,43.1506968,6.3419285
Cassis,Les Jardins de Cassis - Parking Gratuit & Piscine Chauffée,https://www.booking.com/hotel/fr/les-jardins-de-cassis.fr.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtTehNIGwAIB0gIkMWIwNzU0MGQtMzAxNS00OTJhLTg1YjQtYjc5YTJiZmYxZDI12AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=a76e65aa458a0157&srepoch=1782656858&from=searchresults,8.1,N/A,20,43.2140359,5.5396318
Cassis,"The Originals Boutique, Hôtel Cassitel, Cassis",https://www.booking.com/hotel/fr/interhotel-cassitel.fr.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtTehNIGwAIB0gIkMWIwNzU0MGQtMzAxNS00OTJhLTg1YjQtYjc5YTJiZmYxZDI12AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=a76e65aa458a0157&srepoch=1782656858&from=searchresults,8.1,N/A,20,43.2140359,5.5396318
Cassis,L'appartement du plongeur,https://www.booking.com/hotel/fr/appartement-du-plongeur.fr.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AtTehNIGwAIB0gIkMWIwNzU0MGQtMzAxNS00OTJhLTg1YjQtYjc5YTJiZmYxZDI12AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=a76e65aa458a0157&srepoch=1782656858&from=searchresults,0.0,N/A,20,43.2140359,5.5396318
Marseille,Novotel Marseille Centre Prado Vélodrome,https://www.booking.com/hotel/fr/novotel-marseille-centre-prado.fr.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Au3ehNIGwAIB0gIkNWE3Y2JlYWEtMjQ1Mi00NjU2LWI5Y2ItZDA1MDAwNzAyMzgy2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=947965b6f8030941&srepoch=1782656883&from_sustainable_property_sr=1&from=searchresults,7.9,N/A,21,43.2963986,5.3777888
Marseille,bambou house x Jardin calme centre-ville,https://www.booking.com/hotel/fr/2p-jardin-calme-centre-ville.fr.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Au3ehNIGwAIB0gIkNWE3Y2JlYWEtMjQ1Mi00NjU2LWI5Y2ItZDA1MDAwNzAyMzgy2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=947965b6f8030941&srepoch=1782656883&from=searchresults,6.2,N/A,21,43.2963986,5.3777888
Marseille,Studio agreable au coeur du quartier historique,https://www.booking.com/hotel/fr/studio-agreable-au-coeur-du-quartier-historique-marseille1.fr.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Au3ehNIGwAIB0gIkNWE3Y2JlYWEtMjQ1Mi00NjU2LWI5Y2ItZDA1MDAwNzAyMzgy2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=947965b6f8030941&srepoch=1782656883&from=searchresults,7.8,N/A,21,43.2963986,5.3777888
Aix en Provence,DOMITYS - L'Amandier,https://www.booking.com/hotel/fr/domitys-l-amandier.fr.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AobfhNIGwAIB0gIkYmRjOTA4OTctODc3NS00MTVmLWJlOWItYmZlMzZjNDI5NGU12AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=ddee65c334d6047a&srepoch=1782656908&from=searchresults,8.9,N/A,22,43.5298424,5.4474738
Aix en Provence,Appart'hôtel Odalys City - Aix en Provence Centre Palais des Congrès,https://www.booking.com/hotel/fr/atrium-d-anaite.fr.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AobfhNIGwAIB0gIkYmRjOTA4OTctODc3NS00MTVmLWJlOWItYmZlMzZjNDI5NGU12AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=ddee65c334d6047a&srepoch=1782656908&from=searchresults,8.0,N/A,22,43.5298424,5.4474738
Aix en Provence,Studio cosy hypercentre Aix,https://www.booking.com/hotel/fr/studio-cosy-hypercentre-aix-aix-en-provence.fr.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AobfhNIGwAIB0gIkYmRjOTA4OTctODc3NS00MTVmLWJlOWItYmZlMzZjNDI5NGU12AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=ddee65c334d6047a&srepoch=1782656908&from=searchresults,8.3,N/A,22,43.5298424,5.4474738
Avignon,Charmant studio en plein centre d'Avignon,https://www.booking.com/hotel/fr/charmant-studio-en-plein-centre-d-avignon.fr.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKg34TSBsACAdICJDk1NzVjZjBiLTU4NTEtNDM0Yy1iMDcyLTdkYTRjMmZmOGQ5YtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=b6dc65d069b702be&srepoch=1782656934&from=searchresults,6.3,N/A,23,43.9492493,4.8059012
Avignon,Golden Tulip Avignon Le Paradou,https://www.booking.com/hotel/fr/goldentulip-avignon-leparadou.fr.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKg34TSBsACAdICJDk1NzVjZjBiLTU4NTEtNDM0Yy1iMDcyLTdkYTRjMmZmOGQ5YtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=b6dc65d069b702be&srepoch=1782656934&from=searchresults,8.3,N/A,23,43.9492493,4.8059012
Avignon,ibis Avignon Centre Pont De L'Europe,https://www.booking.com/hotel/fr/ibis-avignon-centre-pont-de-l-europe.fr.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKg34TSBsACAdICJDk1NzVjZjBiLTU4NTEtNDM0Yy1iMDcyLTdkYTRjMmZmOGQ5YtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=b6dc65d069b702be&srepoch=1782656934&from=searchresults,7.7,N/A,23,43.9492493,4.8059012
Uzes,La Pascallane,https://www.booking.com/hotel/fr/la-pascallane.fr.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF91emVzSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK534TSBsACAdICJDQwODhlYTQ2LTBkMDUtNGY0OC1hZmMzLTJmODcwYjhmNjljONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=6a1e65dc22cd05ee&srepoch=1782656959&from=searchresults,9.0,N/A,24,44.0121279,4.4196718
